伍佰,#genre#
最好的时刻,http://em.21dtv.com/songs/60080306.mkv
再见,http://em.21dtv.com/songs/60056821.mkv
直角等于三角,http://em.21dtv.com/songs/60058730.mkv
直角等于三角(演唱会),http://em.21dtv.com/songs/60058729.mkv
再见理想(演唱会),http://em.21dtv.com/songs/60056876.mkv
最佳损友(演唱会),http://em.21dtv.com/songs/60060329.mkv
字里行奸,http://em.21dtv.com/songs/60059821.mkv
姿色份子,http://em.21dtv.com/songs/60059608.mkv
姿色份子(HD演唱会),http://em.21dtv.com/songs/60059607.mkv
诸神混乱,http://em.21dtv.com/songs/60122123.mkv
钟无艳,http://em.21dtv.com/songs/60059066.mkv
钟无艳(HD演唱会),http://em.21dtv.com/songs/60059064.mkv
载我走,http://em.21dtv.com/songs/60056711.mkv
祝英台,http://em.21dtv.com/songs/60059405.mkv
祝英台(HD演唱会),http://em.21dtv.com/songs/60059404.mkv
在雨中不能说雨,http://em.21dtv.com/songs/60082018.mkv

许飞,#genre#
爱不曾离开,http://em.21dtv.com/songs/60006970.mkv
爱的原点,http://em.21dtv.com/songs/60105078.mkv
爱你的心不要任何理由,http://em.21dtv.com/songs/60065786.mkv
爱你是我一生的赌注,http://em.21dtv.com/songs/60082501.mkv
爱情嘎嘣脆,http://em.21dtv.com/songs/60155665.mkv
爱情傻瓜,http://em.21dtv.com/songs/60118902.mkv
黯然销魂掌,http://em.21dtv.com/songs/60009413.mkv
爱上别人的女友,http://em.21dtv.com/songs/60088931.mkv
爱上合肥,http://em.21dtv.com/songs/60139094.mkv
爱上回忆,http://em.21dtv.com/songs/60074475.mkv
爱我不必长久,http://em.21dtv.com/songs/60065813.mkv
爱一个人有多难,http://em.21dtv.com/songs/60009051.mkv
爱要怎么分割,http://em.21dtv.com/songs/60063212.mkv
爱自己,http://em.21dtv.com/songs/60009273.mkv
贝多芬的悲伤,http://em.21dtv.com/songs/60088575.mkv
伯乐,http://em.21dtv.com/songs/60123856.mkv
不能爱下去,http://em.21dtv.com/songs/60096103.mkv
不平安夜,http://em.21dtv.com/songs/60011297.mkv
别说对不起,http://em.21dtv.com/songs/60074695.mkv
别说你还爱我,http://em.21dtv.com/songs/60112919.mkv
不说再见,http://em.21dtv.com/songs/60120943.mkv
不想,http://em.21dtv.com/songs/60011449.mkv
八月末的爱情,http://em.21dtv.com/songs/60009496.mkv
别在我酒里掺水,http://em.21dtv.com/songs/60128016.mkv
尘封的画卷,http://em.21dtv.com/songs/60129601.mkv
朝露,http://em.21dtv.com/songs/60129614.mkv
出人头地(演唱会),http://em.21dtv.com/songs/60012952.mkv
采桑子,http://em.21dtv.com/songs/60147533.mkv
宠物的毕业礼,http://em.21dtv.com/songs/60012881.mkv
差一点,http://em.21dtv.com/songs/60136396.mkv
撑住,http://em.21dtv.com/songs/60074931.mkv
淡淡的歌,http://em.21dtv.com/songs/60014447.mkv
电话里的歌,http://em.21dtv.com/songs/60015342.mkv
点绛唇,http://em.21dtv.com/songs/60147529.mkv
等你,http://em.21dtv.com/songs/60014956.mkv
当你走了以后,http://em.21dtv.com/songs/60143352.mkv
断桥守候,http://em.21dtv.com/songs/60152434.mkv
大英雄,http://em.21dtv.com/songs/60071861.mkv
得意之恋,http://em.21dtv.com/songs/60126918.mkv
方便面,http://em.21dtv.com/songs/60016525.mkv
负亲,http://em.21dtv.com/songs/60082929.mkv
父亲写的散文诗,http://em.21dtv.com/songs/60124482.mkv
广场舞,http://em.21dtv.com/songs/60108541.mkv
更漏子,http://em.21dtv.com/songs/60147528.mkv
故乡的山水,http://em.21dtv.com/songs/60152628.mkv
古宇湖,http://em.21dtv.com/songs/60137672.mkv
关于你的好,http://em.21dtv.com/songs/60075591.mkv
甘蔗林,http://em.21dtv.com/songs/60143496.mkv
话别离歌,http://em.21dtv.com/songs/60064330.mkv
黄昏音乐会,http://em.21dtv.com/songs/60066037.mkv
还给我幸福,http://em.21dtv.com/songs/60067087.mkv
花开花谢都想你,http://em.21dtv.com/songs/60086606.mkv
HOLD不住了,http://em.21dtv.com/songs/60096860.mkv
和亲爱的你说再见,http://em.21dtv.com/songs/60068317.mkv
红叶,http://em.21dtv.com/songs/60021025.mkv
花雨楼,http://em.21dtv.com/songs/60118903.mkv
简单改变,http://em.21dtv.com/songs/60127352.mkv
几分伤心几分痴(演唱会),http://em.21dtv.com/songs/60022650.mkv
解回忆的毒,http://em.21dtv.com/songs/60023665.mkv
吉林到北京,http://em.21dtv.com/songs/60022552.mkv
旧时光,http://em.21dtv.com/songs/60156601.mkv
Just Run,http://em.21dtv.com/songs/60114775.mkv
聚阳欢迎你,http://em.21dtv.com/songs/60068398.mkv
客家酒令,http://em.21dtv.com/songs/60108540.mkv
卡拉不ok,http://em.21dtv.com/songs/60076223.mkv
梨花赋,http://em.21dtv.com/songs/60115196.mkv
来了就是深圳,http://em.21dtv.com/songs/60166962.mkv
冷漠的女人寂寞的心,http://em.21dtv.com/songs/60105897.mkv
老男人,http://em.21dtv.com/songs/60145598.mkv
蓝青,http://em.21dtv.com/songs/60146680.mkv
旅途人生,http://em.21dtv.com/songs/60137635.mkv
老天爷让我爱上了你,http://em.21dtv.com/songs/60026431.mkv
老天也让我爱上你,http://em.21dtv.com/songs/60087347.mkv
六月十三,http://em.21dtv.com/songs/60027799.mkv
懒猪,http://em.21dtv.com/songs/60026166.mkv
麻辣小龙虾,http://em.21dtv.com/songs/60028338.mkv
你的爱是一朵罂粟花,http://em.21dtv.com/songs/60096424.mkv
你的名字,http://em.21dtv.com/songs/60130748.mkv
你带走我的爱,http://em.21dtv.com/songs/60068528.mkv
那个人,http://em.21dtv.com/songs/60154645.mkv
那年夏天,http://em.21dtv.com/songs/60030746.mkv
男人的泪好珍贵,http://em.21dtv.com/songs/60155477.mkv
你如今好吗,http://em.21dtv.com/songs/60031969.mkv
内外,http://em.21dtv.com/songs/60143351.mkv
南乡子,http://em.21dtv.com/songs/60147527.mkv
你要照顾好自己,http://em.21dtv.com/songs/60032400.mkv
你走了以后,http://em.21dtv.com/songs/60032574.mkv
怕,http://em.21dtv.com/songs/60033087.mkv
平凡夫妻,http://em.21dtv.com/songs/60105898.mkv
飘飘摇,http://em.21dtv.com/songs/60077090.mkv
菩萨蛮 回廊小立,http://em.21dtv.com/songs/60147532.mkv
菩萨蛮 人人尽说,http://em.21dtv.com/songs/60147531.mkv
抛下我爱上他爱,http://em.21dtv.com/songs/60077048.mkv
情非得已,http://em.21dtv.com/songs/60150286.mkv
穷富翁,http://em.21dtv.com/songs/60104083.mkv
七十五分,http://em.21dtv.com/songs/60033768.mkv
前世罪,http://em.21dtv.com/songs/60034300.mkv
请原谅我的孤独,http://em.21dtv.com/songs/60130751.mkv
七月十四,http://em.21dtv.com/songs/60033807.mkv
R.E.M,http://em.21dtv.com/songs/60138658.mkv
扔掉吉他去找她,http://em.21dtv.com/songs/60130750.mkv
如果你想做一些别人做不到的事,http://em.21dtv.com/songs/60145596.mkv
如果这样能使你快乐,http://em.21dtv.com/songs/60036988.mkv
人贱人爱,http://em.21dtv.com/songs/60036345.mkv
说爱,http://em.21dtv.com/songs/60143440.mkv
十二年没有冬天,http://em.21dtv.com/songs/60038938.mkv
时光机,http://em.21dtv.com/songs/60039104.mkv
时光遐想,http://em.21dtv.com/songs/60147737.mkv
生活就是折腾,http://em.21dtv.com/songs/60151471.mkv
sin city(演唱会),http://em.21dtv.com/songs/60005044.mkv
少年去游荡,http://em.21dtv.com/songs/60130749.mkv
失陷温柔,http://em.21dtv.com/songs/60068654.mkv
树叶的光,http://em.21dtv.com/songs/60128017.mkv
陀螺,http://em.21dtv.com/songs/60077993.mkv
疼你归万年(无原唱),http://em.21dtv.com/songs/60041660.mkv
突然的想念,http://em.21dtv.com/songs/60086891.mkv
替身,http://em.21dtv.com/songs/60077862.mkv
他乡的夜,http://em.21dtv.com/songs/60108539.mkv
他在那里站岗,http://em.21dtv.com/songs/60041126.mkv
我爱的人嫁给了谁,http://em.21dtv.com/songs/60078138.mkv
我不想过年,http://em.21dtv.com/songs/60108543.mkv
我不知道,http://em.21dtv.com/songs/60078183.mkv
我的爱情不再有以后,http://em.21dtv.com/songs/60134218.mkv
我的农民工兄弟,http://em.21dtv.com/songs/60108544.mkv
我踮起脚尖就能看见来世,http://em.21dtv.com/songs/60146679.mkv
我的一年级,http://em.21dtv.com/songs/60118955.mkv
无法挽留的爱,http://em.21dtv.com/songs/60118901.mkv
无悔的存在,http://em.21dtv.com/songs/60143442.mkv
我会永远爱坐在我对面的男生,http://em.21dtv.com/songs/60131868.mkv
我就是个谜,http://em.21dtv.com/songs/60145597.mkv
我们要走遍所有最浪漫的地方,http://em.21dtv.com/songs/60078307.mkv
我们终究会牵手旅行,http://em.21dtv.com/songs/60066419.mkv
为你动了心,http://em.21dtv.com/songs/60133759.mkv
我设计一万种方式遇见你,http://em.21dtv.com/songs/60069970.mkv
为什么呢,http://em.21dtv.com/songs/60044078.mkv
为什样呢,http://em.21dtv.com/songs/60044107.mkv
我想我该走了,http://em.21dtv.com/songs/60084088.mkv
为香烟买份保险,http://em.21dtv.com/songs/60068737.mkv
我要的飞翔,http://em.21dtv.com/songs/60046509.mkv
我以为,http://em.21dtv.com/songs/60101367.mkv
我以为爱你并不难,http://em.21dtv.com/songs/60086948.mkv
我只是过得自由,http://em.21dtv.com/songs/60132478.mkv
我最响亮,http://em.21dtv.com/songs/60092086.mkv
新兵日记,http://em.21dtv.com/songs/60065249.mkv
享福的时候更想爹娘,http://em.21dtv.com/songs/60108538.mkv
心路,http://em.21dtv.com/songs/60108542.mkv
心灵的牧场,http://em.21dtv.com/songs/60163824.mkv
想你想了这么久,http://em.21dtv.com/songs/60152627.mkv
寻水的鱼,http://em.21dtv.com/songs/60067685.mkv
夏天的味道,http://em.21dtv.com/songs/60048411.mkv
新秀之师,http://em.21dtv.com/songs/60081211.mkv
约定,http://em.21dtv.com/songs/60128388.mkv
一滴水,http://em.21dtv.com/songs/60108537.mkv
一二一九,http://em.21dtv.com/songs/60079088.mkv
一个人的北京,http://em.21dtv.com/songs/60088487.mkv
玉楼春,http://em.21dtv.com/songs/60147530.mkv
一米阳光,http://em.21dtv.com/songs/60118900.mkv
有你陪着我是幸福的,http://em.21dtv.com/songs/60055234.mkv
有情有义,http://em.21dtv.com/songs/60055281.mkv
一生的兄弟,http://em.21dtv.com/songs/60124020.mkv
一首歌,http://em.21dtv.com/songs/60071428.mkv
有什么事,http://em.21dtv.com/songs/60099205.mkv
一生再见,http://em.21dtv.com/songs/60164777.mkv
一弯月亮,http://em.21dtv.com/songs/60147729.mkv
拥有你的日子,http://em.21dtv.com/songs/60054605.mkv
越自然悦倾心,http://em.21dtv.com/songs/60056631.mkv
左半边翅膀,http://em.21dtv.com/songs/60060632.mkv
找到了,http://em.21dtv.com/songs/60125436.mkv
醉后的泪,http://em.21dtv.com/songs/60100091.mkv
知己,http://em.21dtv.com/songs/60137636.mkv
再给我一点勇气,http://em.21dtv.com/songs/60080782.mkv
再给我一点勇气[替换],http://em.21dtv.com/songs/60100945.mkv
重来一遍,http://em.21dtv.com/songs/60079669.mkv
转身,http://em.21dtv.com/songs/60108545.mkv
掌声与我同行,http://em.21dtv.com/songs/60068990.mkv
转性,http://em.21dtv.com/songs/60059456.mkv
折翼蝴蝶,http://em.21dtv.com/songs/60087111.mkv

小虎队,#genre#
爱,http://em.21dtv.com/songs/60006922.mkv
不要难过,http://em.21dtv.com/songs/60103235.mkv
放心去飞,http://em.21dtv.com/songs/60115114.mkv
故事,http://em.21dtv.com/songs/60019027.mkv
蝴蝶飞呀,http://em.21dtv.com/songs/60021248.mkv
红蜻蜓,http://em.21dtv.com/songs/60020935.mkv
红蜻蜓(演唱会),http://em.21dtv.com/songs/60020931.mkv
叫你一声my love,http://em.21dtv.com/songs/60023511.mkv
叫你一声My Love,http://em.21dtv.com/songs/60115112.mkv
今天看我,http://em.21dtv.com/songs/60103236.mkv
快乐的感觉永远一样,http://em.21dtv.com/songs/60025715.mkv
骊歌,http://em.21dtv.com/songs/60026805.mkv
男孩不哭,http://em.21dtv.com/songs/60103239.mkv
年轻的英雄,http://em.21dtv.com/songs/60077003.mkv
秋蝉,http://em.21dtv.com/songs/60035643.mkv
青苹果乐园,http://em.21dtv.com/songs/60090993.mkv
青苹果乐园(无原唱),http://em.21dtv.com/songs/60034767.mkv
天堂海,http://em.21dtv.com/songs/60042109.mkv
我的心你一定看得见,http://em.21dtv.com/songs/60078226.mkv
星光依旧灿烂,http://em.21dtv.com/songs/60051050.mkv
星星的约会,http://em.21dtv.com/songs/60051111.mkv
逍遥游,http://em.21dtv.com/songs/60049428.mkv
庸人自扰,http://em.21dtv.com/songs/60054607.mkv
游侠儿,http://em.21dtv.com/songs/60115117.mkv
永远(演唱会),http://em.21dtv.com/songs/60054656.mkv
再见,http://em.21dtv.com/songs/60056820.mkv
再聚首(爱+蝴蝶飞呀+青苹果乐园)(演唱会),http://em.21dtv.com/songs/60056924.mkv

萧敬腾,#genre#
爱的大未来,http://em.21dtv.com/songs/60146652.mkv
爱的箴言,http://em.21dtv.com/songs/60126126.mkv
阿飞的小蝴蝶,http://em.21dtv.com/songs/60006729.mkv
爱过了头,http://em.21dtv.com/songs/60007547.mkv
獒天下,http://em.21dtv.com/songs/60151468.mkv
爱无反顾,http://em.21dtv.com/songs/60109603.mkv
悲爱,http://em.21dtv.com/songs/60068101.mkv
爸爸,http://em.21dtv.com/songs/60071767.mkv
被遗忘的时光,http://em.21dtv.com/songs/60126128.mkv
不正常(演唱会),http://em.21dtv.com/songs/60071810.mkv
沧海一声笑,http://em.21dtv.com/songs/60096482.mkv
曾经的你,http://em.21dtv.com/songs/60129560.mkv
纯金打造(演唱会),http://em.21dtv.com/songs/60071843.mkv
城里的月光,http://em.21dtv.com/songs/60126124.mkv
到不了的地方(故事情节),http://em.21dtv.com/songs/60101163.mkv
到处都是爱,http://em.21dtv.com/songs/60107972.mkv
倒带,http://em.21dtv.com/songs/60014706.mkv
斗罗大陆,http://em.21dtv.com/songs/60151467.mkv
多希望你在,http://em.21dtv.com/songs/60016205.mkv
奋不顾身,http://em.21dtv.com/songs/60017186.mkv
福尔摩斯,http://em.21dtv.com/songs/60070693.mkv
发现,http://em.21dtv.com/songs/60158452.mkv
复制人,http://em.21dtv.com/songs/60061200.mkv
跟我玩,http://em.21dtv.com/songs/60103545.mkv
河,http://em.21dtv.com/songs/60139064.mkv
Haunting Me,http://em.21dtv.com/songs/60168979.mkv
海阔天空[演唱会],http://em.21dtv.com/songs/60102687.mkv
会痛的石头,http://em.21dtv.com/songs/60022288.mkv
好想对你说,http://em.21dtv.com/songs/60061233.mkv
海芋恋(演唱会),http://em.21dtv.com/songs/60019824.mkv
活着(演唱会),http://em.21dtv.com/songs/60022386.mkv
活在故事里(演唱会),http://em.21dtv.com/songs/60072052.mkv
给爱人,http://em.21dtv.com/songs/60018466.mkv
矜持,http://em.21dtv.com/songs/60118879.mkv
记得,http://em.21dtv.com/songs/60022681.mkv
决绝的信仰,http://em.21dtv.com/songs/60131769.mkv
寂寞还是你(演唱会),http://em.21dtv.com/songs/60063141.mkv
殭尸全明星,http://em.21dtv.com/songs/60112184.mkv
开到荼靡(演唱会),http://em.21dtv.com/songs/60061329.mkv
Kelly,http://em.21dtv.com/songs/60102686.mkv
狂想曲,http://em.21dtv.com/songs/60025846.mkv
练习曲(演唱会),http://em.21dtv.com/songs/60072147.mkv
marry me,http://em.21dtv.com/songs/60071639.mkv
迷茫世代,http://em.21dtv.com/songs/60158453.mkv
每天一点新,http://em.21dtv.com/songs/60095084.mkv
梦一场,http://em.21dtv.com/songs/60085461.mkv
你,http://em.21dtv.com/songs/60061449.mkv
你会在哪呢,http://em.21dtv.com/songs/60156562.mkv
你知道吗(演唱会),http://em.21dtv.com/songs/60072253.mkv
皮囊,http://em.21dtv.com/songs/60151469.mkv
亲爱的小孩,http://em.21dtv.com/songs/60072303.mkv
请记住我,http://em.21dtv.com/songs/60149383.mkv
亲密爱人,http://em.21dtv.com/songs/60069727.mkv
全是爱,http://em.21dtv.com/songs/60156563.mkv
千言万语,http://em.21dtv.com/songs/60126123.mkv
如果(演唱会),http://em.21dtv.com/songs/60072348.mkv
如果没有你,http://em.21dtv.com/songs/60063142.mkv
如果有来生,http://em.21dtv.com/songs/60131770.mkv
让我为你唱情歌,http://em.21dtv.com/songs/60156568.mkv
say a lil something,http://em.21dtv.com/songs/60004829.mkv
三年(无原唱),http://em.21dtv.com/songs/60037259.mkv
善男信女,http://em.21dtv.com/songs/60037757.mkv
收藏,http://em.21dtv.com/songs/60039585.mkv
疼爱,http://em.21dtv.com/songs/60041651.mkv
天敌,http://em.21dtv.com/songs/60104399.mkv
我不会爱,http://em.21dtv.com/songs/60044772.mkv
王妃,http://em.21dtv.com/songs/60157761.mkv
王妃2.0,http://em.21dtv.com/songs/60156566.mkv
我怀念的(演唱会),http://em.21dtv.com/songs/60065076.mkv
我就是爱你,http://em.21dtv.com/songs/60100437.mkv
我们,http://em.21dtv.com/songs/60165597.mkv
无痛的痛苦,http://em.21dtv.com/songs/60124428.mkv
吻我吧,http://em.21dtv.com/songs/60103544.mkv
我有多么喜欢你,http://em.21dtv.com/songs/60158388.mkv
无言花,http://em.21dtv.com/songs/60047534.mkv
王子的新衣,http://em.21dtv.com/songs/60043370.mkv
我在飞,http://em.21dtv.com/songs/60110494.mkv
我在哭,http://em.21dtv.com/songs/60046780.mkv
我在人民广场吃炸鸡,http://em.21dtv.com/songs/60129559.mkv
新不了情,http://em.21dtv.com/songs/60050795.mkv
兄弟我说,http://em.21dtv.com/songs/60071378.mkv
兄弟我说(演唱会),http://em.21dtv.com/songs/60078951.mkv
小河淌水,http://em.21dtv.com/songs/60130706.mkv
想你的人没有睡,http://em.21dtv.com/songs/60118878.mkv
小男人大男孩,http://em.21dtv.com/songs/60078703.mkv
心如刀割(演唱会),http://em.21dtv.com/songs/60078770.mkv
袖手旁观,http://em.21dtv.com/songs/60118020.mkv
以爱之名,http://em.21dtv.com/songs/60071436.mkv
一辈子存在(演唱会),http://em.21dtv.com/songs/60052760.mkv
一次幸福的机会,http://em.21dtv.com/songs/60118019.mkv
与海鸥交谈,http://em.21dtv.com/songs/60158387.mkv
原谅我,http://em.21dtv.com/songs/60055994.mkv
一起精彩,http://em.21dtv.com/songs/60114747.mkv
欲望反光,http://em.21dtv.com/songs/60156565.mkv
怎么说我不爱你,http://em.21dtv.com/songs/60061879.mkv
祝你幸福,http://em.21dtv.com/songs/60059391.mkv
只能想念你,http://em.21dtv.com/songs/60061894.mkv
这首歌,http://em.21dtv.com/songs/60103546.mkv
诛仙,http://em.21dtv.com/songs/60127354.mkv

小乐哥,#genre#
等你在下辈子的路口,http://em.21dtv.com/songs/60015021.mkv
火辣辣的妹妹火辣辣的歌,http://em.21dtv.com/songs/60067099.mkv
离开你我并不快乐,http://em.21dtv.com/songs/60163823.mkv
谁的青春不迷茫,http://em.21dtv.com/songs/60132388.mkv
我不再是你疼爱的人,http://em.21dtv.com/songs/60044923.mkv
我到底犯了什么错,http://em.21dtv.com/songs/60044967.mkv
钟爱一生,http://em.21dtv.com/songs/60154950.mkv
这个冬季没有你,http://em.21dtv.com/songs/60106882.mkv
这个冬天特别冷,http://em.21dtv.com/songs/60057787.mkv

信乐团,#genre#
爱你无理由,http://em.21dtv.com/songs/60070471.mkv
爱愈深心愈寒,http://em.21dtv.com/songs/60117234.mkv
不会消失的夜晚(演唱会),http://em.21dtv.com/songs/60011161.mkv
半路缘,http://em.21dtv.com/songs/60107224.mkv
不离也不弃,http://em.21dtv.com/songs/60099974.mkv
伴你一生一世,http://em.21dtv.com/songs/60009926.mkv
不认输,http://em.21dtv.com/songs/60011320.mkv
不忘你的名,http://em.21dtv.com/songs/60086287.mkv
猜不透,http://em.21dtv.com/songs/60126205.mkv
从今以后,http://em.21dtv.com/songs/60013522.mkv
痴心是阮的名,http://em.21dtv.com/songs/60070593.mkv
带刺的蝴蝶(演唱会),http://em.21dtv.com/songs/60014263.mkv
大惊小怪,http://em.21dtv.com/songs/60014044.mkv
断了思念,http://em.21dtv.com/songs/60015928.mkv
等你入梦,http://em.21dtv.com/songs/60148101.mkv
浮生若梦,http://em.21dtv.com/songs/60126204.mkv
负心又负义,http://em.21dtv.com/songs/60101071.mkv
感情的形状,http://em.21dtv.com/songs/60068266.mkv
感谢有你,http://em.21dtv.com/songs/60124495.mkv
回不去了,http://em.21dtv.com/songs/60064347.mkv
活该,http://em.21dtv.com/songs/60022369.mkv
海阔天空,http://em.21dtv.com/songs/60019757.mkv
怀念哥哥,http://em.21dtv.com/songs/60085214.mkv
火烧心,http://em.21dtv.com/songs/60107225.mkv
活着,http://em.21dtv.com/songs/60133376.mkv
坚强的女性,http://em.21dtv.com/songs/60070795.mkv
绝情梦,http://em.21dtv.com/songs/60123181.mkv
假如,http://em.21dtv.com/songs/60023099.mkv
今夜乎我醉,http://em.21dtv.com/songs/60148100.mkv
离歌,http://em.21dtv.com/songs/60026690.mkv
累了,http://em.21dtv.com/songs/60026569.mkv
莲藕心,http://em.21dtv.com/songs/60086675.mkv
绿野户外驴歌,http://em.21dtv.com/songs/60116744.mkv
没有你的夜,http://em.21dtv.com/songs/60083364.mkv
梦中的形影,http://em.21dtv.com/songs/60029791.mkv
梦中花梦中情,http://em.21dtv.com/songs/60117233.mkv
one night in 北京,http://em.21dtv.com/songs/60004298.mkv
one night in 北京(演唱会),http://em.21dtv.com/songs/60004297.mkv
漂浪人生,http://em.21dtv.com/songs/60033470.mkv
青春万岁,http://em.21dtv.com/songs/60083642.mkv
情人节夜里没有你,http://em.21dtv.com/songs/60106793.mkv
情殇,http://em.21dtv.com/songs/60064751.mkv
巧遇,http://em.21dtv.com/songs/60106791.mkv
伤城,http://em.21dtv.com/songs/60037764.mkv
世界末日,http://em.21dtv.com/songs/60039273.mkv
甩开,http://em.21dtv.com/songs/60039824.mkv
死了都要爱,http://em.21dtv.com/songs/60040622.mkv
伤了自己,http://em.21dtv.com/songs/60099975.mkv
思念的极限,http://em.21dtv.com/songs/60077742.mkv
深深的爱,http://em.21dtv.com/songs/60038356.mkv
深深的情,http://em.21dtv.com/songs/60086818.mkv
石头丢落水,http://em.21dtv.com/songs/60086827.mkv
手拥,http://em.21dtv.com/songs/60039653.mkv
天高地厚,http://em.21dtv.com/songs/60041815.mkv
填空题,http://em.21dtv.com/songs/60121696.mkv
天亮,http://em.21dtv.com/songs/60041910.mkv
天亮以后说分手,http://em.21dtv.com/songs/60041922.mkv
挑衅,http://em.21dtv.com/songs/60042422.mkv
我的老父亲,http://em.21dtv.com/songs/60137530.mkv
我话事(演唱会),http://em.21dtv.com/songs/60045589.mkv
无可救药爱上你,http://em.21dtv.com/songs/60047179.mkv
问情,http://em.21dtv.com/songs/60044472.mkv
无心的人,http://em.21dtv.com/songs/60117232.mkv
心爱你甘知,http://em.21dtv.com/songs/60148269.mkv
幸福来了,http://em.21dtv.com/songs/60149384.mkv
心里永远都祝福你,http://em.21dtv.com/songs/60106792.mkv
想你的心,http://em.21dtv.com/songs/60086982.mkv
想你的夜,http://em.21dtv.com/songs/60049128.mkv
心酸恋梦,http://em.21dtv.com/songs/60050531.mkv
相思万缕情,http://em.21dtv.com/songs/60106794.mkv
永不沉没,http://em.21dtv.com/songs/60101610.mkv
英国的夏天,http://em.21dtv.com/songs/60054405.mkv
原来,http://em.21dtv.com/songs/60055923.mkv
一了百了,http://em.21dtv.com/songs/60053252.mkv
移民火星,http://em.21dtv.com/songs/60054036.mkv
因为有你,http://em.21dtv.com/songs/60054303.mkv
英雄,http://em.21dtv.com/songs/60054421.mkv
一阵风雨,http://em.21dtv.com/songs/60071434.mkv
雨中泪,http://em.21dtv.com/songs/60107226.mkv
在我心里永远都祝福你,http://em.21dtv.com/songs/60094882.mkv
真英雄,http://em.21dtv.com/songs/60110848.mkv

许嵩,#genre#
安徒生不后悔,http://em.21dtv.com/songs/60009338.mkv
爱为你,http://em.21dtv.com/songs/60118054.mkv
爱越深越孤独,http://em.21dtv.com/songs/60099254.mkv
爱已停机,http://em.21dtv.com/songs/60009083.mkv
半城烟沙,http://em.21dtv.com/songs/60096495.mkv
伴虎,http://em.21dtv.com/songs/60068099.mkv
北海道花季,http://em.21dtv.com/songs/60010179.mkv
白马非马,http://em.21dtv.com/songs/60061036.mkv
不煽情,http://em.21dtv.com/songs/60088638.mkv
不语,http://em.21dtv.com/songs/60119961.mkv
不要错过我的爱,http://em.21dtv.com/songs/60074779.mkv
别咬我,http://em.21dtv.com/songs/60010747.mkv
拆东墙,http://em.21dtv.com/songs/60012247.mkv
城府,http://em.21dtv.com/songs/60012615.mkv
错过的缘分,http://em.21dtv.com/songs/60080780.mkv
曾经的誓言,http://em.21dtv.com/songs/60087106.mkv
唱给谁听,http://em.21dtv.com/songs/60012331.mkv
彩龙舞东方,http://em.21dtv.com/songs/60118049.mkv
尘世美,http://em.21dtv.com/songs/60012490.mkv
草原相思夜,http://em.21dtv.com/songs/60101148.mkv
等到烟火清凉,http://em.21dtv.com/songs/60104426.mkv
对话老师,http://em.21dtv.com/songs/60069368.mkv
冬季雪,http://em.21dtv.com/songs/60015577.mkv
断了算了,http://em.21dtv.com/songs/60118052.mkv
大浪淘沙,http://em.21dtv.com/songs/60149245.mkv
大牌,http://em.21dtv.com/songs/60014095.mkv
斗破苍穹,http://em.21dtv.com/songs/60166674.mkv
断桥残雪,http://em.21dtv.com/songs/60156598.mkv
大千世界,http://em.21dtv.com/songs/60156597.mkv
大晴天,http://em.21dtv.com/songs/60124448.mkv
单人回忆,http://em.21dtv.com/songs/60112591.mkv
单人旅途,http://em.21dtv.com/songs/60014361.mkv
大声说我爱你,http://em.21dtv.com/songs/60085019.mkv
多余的解释,http://em.21dtv.com/songs/60016237.mkv
独坐,http://em.21dtv.com/songs/60015829.mkv
飞驰于你,http://em.21dtv.com/songs/60162937.mkv
飞蛾,http://em.21dtv.com/songs/60016796.mkv
风过泸州带酒香,http://em.21dtv.com/songs/60118057.mkv
放弃也是一种爱,http://em.21dtv.com/songs/60065958.mkv
分手就分手,http://em.21dtv.com/songs/60064185.mkv
粉色信笺,http://em.21dtv.com/songs/60017180.mkv
过好当下,http://em.21dtv.com/songs/60123049.mkv
闺蜜,http://em.21dtv.com/songs/60069436.mkv
公主的诱惑,http://em.21dtv.com/songs/60075529.mkv
蝴蝶的时间,http://em.21dtv.com/songs/60161625.mkv
晃晃悠悠,http://em.21dtv.com/songs/60022008.mkv
坏孩子,http://em.21dtv.com/songs/60021694.mkv
胡萝卜须,http://em.21dtv.com/songs/60068328.mkv
回来我的爱,http://em.21dtv.com/songs/60118048.mkv
花满楼,http://em.21dtv.com/songs/60021453.mkv
幻胖,http://em.21dtv.com/songs/60124473.mkv
毁人不倦,http://em.21dtv.com/songs/60063217.mkv
河山大好,http://em.21dtv.com/songs/60061239.mkv
灰色头像,http://em.21dtv.com/songs/60064345.mkv
海棠,http://em.21dtv.com/songs/60068344.mkv
汉源花儿红,http://em.21dtv.com/songs/60102277.mkv
剧本,http://em.21dtv.com/songs/60153006.mkv
就此结束,http://em.21dtv.com/songs/60101670.mkv
绝代风华,http://em.21dtv.com/songs/60166773.mkv
简单快乐,http://em.21dtv.com/songs/60070797.mkv
江湖,http://em.21dtv.com/songs/60127388.mkv
较劲,http://em.21dtv.com/songs/60157205.mkv
敬酒不吃,http://em.21dtv.com/songs/60061312.mkv
今年勇,http://em.21dtv.com/songs/60168110.mkv
江南夜色浓,http://em.21dtv.com/songs/60170068.mkv
降温,http://em.21dtv.com/songs/60063218.mkv
浚县 浚县,http://em.21dtv.com/songs/60123142.mkv
静夜思,http://em.21dtv.com/songs/60024277.mkv
